id,ciudad,edad,genero,mes,ordenes,pago,usd
308,Monterrey,38,Male,Jan 21,1,1,149
309,Puebla,20,Female,Jan 21,2,1,362
310,Monterrey,33,Male,Jan 21,2,1,546
311,Leon,29,Male,Jan 21,1,1,127
312,Puebla,39,Male,Jan 21,2,1,258
313,Monterrey,48,Male,Jan 21,1,1,130
314,Puebla,20,Female,Jan 21,2,1,524
315,Guadalajara,25,Male,Jan 21,3,1,898
316,Leon,34,Male,Jan 21,3,1,169
317,Monterrey,25,Female,Jan 21,3,1,349
318,Guadalajara,53,Male,Jan 21,1,1,73
319,Leon,29,Male,Jan 21,3,1,901
320,Monterrey,36,Female,Jan 21,2,1,162
321,Guadalajara,37,Female,Jan 21,1,1,135
322,Leon,41,Female,Jan 21,3,1,433
323,Puebla,34,Male,Jan 21,2,1,576
324,Guadalajara,23,Female,Jan 21,2,1,234
325,Guadalajara,39,Male,Jan 21,2,1,31
326,Monterrey,38,Female,Jan 21,2,1,461
327,Leon,53,Male,Jan 21,2,1,303
328,Leon,36,Male,Jan 21,1,0,236
329,Leon,21,Female,Jan 21,3,1,792
330,Leon,22,Female,Jan 21,2,1,100
331,Monterrey,45,Male,Jan 21,3,1,538
332,Puebla,36,Male,Jan 21,1,1,73
333,Leon,38,Female,Jan 21,1,1,225
334,Puebla,22,Female,Jan 21,2,1,464
335,Puebla,41,Female,Jan 21,1,1,194
336,Leon,53,Male,Jan 21,2,1,364
337,Leon,50,Male,Jan 21,1,1,155
338,Leon,34,Female,Jan 21,3,1,351
339,Leon,41,Female,Jan 21,2,1,137
340,Monterrey,37,Female,Jan 21,3,1,269
341,Monterrey,48,Male,Jan 21,3,1,67
342,Monterrey,33,Female,Jan 21,3,1,406
343,Leon,23,Female,Jan 21,3,1,666
344,Monterrey,48,Male,Jan 21,2,1,275
345,Leon,50,Male,Jan 21,1,1,281
346,Monterrey,32,Female,Jan 21,1,0,61
347,Leon,38,Male,Jan 21,1,1,52
348,Leon,53,Male,Jan 21,2,1,458
349,Puebla,40,Male,Jan 21,2,1,142
350,Leon,48,Male,Jan 21,5,1,829
351,Monterrey,38,Female,Jan 21,0,0,0
352,Leon,42,Female,Jan 21,4,1,680
353,Monterrey,39,Male,Jan 21,7,1,1336
354,Leon,41,Female,Jan 21,0,0,0
355,Puebla,39,Female,Jan 21,8,1,2110
356,Monterrey,35,Female,Jan 21,4,1,724
357,Monterrey,42,Male,Jan 21,5,1,276
358,Leon,34,Male,Jan 21,2,1,332
359,Monterrey,31,Female,Jan 21,2,1,317
360,Monterrey,34,Female,Jan 21,0,0,0
361,Leon,36,Male,Jan 21,0,0,0
362,Puebla,42,Male,Jan 21,3,1,52
363,Puebla,32,Male,Jan 21,5,1,1062
364,Monterrey,53,Male,Jan 21,8,1,145
365,Leon,53,Male,Jan 21,6,1,857
366,Monterrey,53,Female,Jan 21,3,1,106
367,Monterrey,53,Female,Jan 21,6,0,674
368,Leon,38,Female,Jan 21,2,1,335
369,Leon,36,Male,Jan 21,4,1,195
370,Monterrey,23,Female,Jan 21,2,0,149
371,Puebla,37,Male,Jan 21,7,1,1073
372,Monterrey,38,Female,Jan 21,5,1,1466
373,Monterrey,51,Male,Jan 21,3,1,214
374,Puebla,35,Female,Jan 21,5,1,753
375,Puebla,31,Female,Jan 21,3,1,274
376,Monterrey,24,Female,Jan 21,4,1,914
377,Monterrey,55,Female,Jan 21,6,1,1399
378,Puebla,37,Male,Jan 21,1,0,63
379,Monterrey,49,Male,Jan 21,8,1,822
380,Monterrey,28,Female,Jan 21,3,1,481
381,Puebla,41,Female,Jan 21,6,0,1305
382,Monterrey,55,Male,Jan 21,2,1,282
383,Monterrey,37,Male,Jan 21,3,0,641
384,Monterrey,39,Male,Jan 21,3,1,356
385,Monterrey,51,Female,Jan 21,7,1,589
386,Puebla,35,Female,Jan 21,8,1,2248
387,Puebla,54,Female,Jan 21,0,0,0
388,Puebla,58,Male,Jan 21,1,1,155
389,Monterrey,29,Female,Jan 21,6,1,1206
390,Monterrey,42,Female,Jan 21,6,0,1669
391,Puebla,41,Male,Jan 21,3,1,715
392,Monterrey,50,Male,Jan 21,5,1,95
393,Puebla,33,Female,Jan 21,0,0,0
394,Monterrey,29,Female,Jan 21,5,1,327
395,Monterrey,33,Female,Jan 21,4,1,763
396,Monterrey,50,Male,Jan 21,5,1,879
397,Puebla,31,Female,Jan 21,3,1,330
398,Puebla,54,Female,Jan 21,5,1,1451
399,Monterrey,50,Male,Jan 21,7,1,992
400,Monterrey,48,Male,Jan 21,1,1,119
401,Puebla,55,Male,Jan 21,1,1,189
402,Monterrey,35,Female,Jan 21,4,1,312
403,Puebla,40,Male,Jan 21,4,1,273
404,Puebla,24,Female,Jan 21,6,1,133
405,Puebla,35,Female,Jan 21,1,1,176
406,Monterrey,35,Female,Jan 21,1,1,151
407,Monterrey,48,Male,Jan 21,4,1,1167
408,Puebla,56,Male,Jan 21,7,1,156
409,Monterrey,42,Male,Jan 21,0,0,0
410,Monterrey,35,Female,Jan 21,7,1,457
411,Puebla,53,Female,Jan 21,5,1,1202
412,Puebla,58,Female,Jan 21,1,1,48
413,Puebla,26,Female,Jan 21,1,1,298
414,Puebla,42,Male,Jan 21,7,1,1591
415,Monterrey,31,Female,Jan 21,3,1,610
416,Puebla,46,Male,Jan 21,4,1,637
417,Monterrey,44,Male,Jan 21,1,1,28
418,Puebla,42,Female,Jan 21,0,0,0
419,Puebla,40,Male,Jan 21,4,1,573
420,Monterrey,50,Male,Jan 21,6,1,504
421,Puebla,25,Female,Jan 21,3,1,321
422,Monterrey,40,Female,Jan 21,6,1,1190
423,Monterrey,43,Male,Jan 21,3,1,870
424,Monterrey,39,Male,Jan 21,8,1,2285
425,Monterrey,29,Female,Jan 21,5,0,1049
426,Monterrey,35,Female,Jan 21,7,1,1446
427,Monterrey,52,Male,Jan 21,0,0,0
428,Puebla,26,Female,Jan 21,4,0,615
429,Puebla,37,Male,Jan 21,5,1,106
430,Monterrey,33,Female,Jan 21,4,1,145
431,Monterrey,32,Male,Jan 21,4,1,481
432,Puebla,35,Female,Jan 21,5,1,323
433,Monterrey,37,Female,Jan 21,7,1,663
434,Monterrey,35,Male,Jan 21,4,1,537
435,Monterrey,34,Male,Jan 21,3,0,268
436,Puebla,40,Male,Jan 21,6,1,830
437,Puebla,43,Male,Jan 21,8,1,1125
438,Puebla,30,Female,Jan 21,3,1,406
439,Puebla,34,Male,Jan 21,8,1,336
440,Monterrey,28,Female,Jan 21,3,1,850
441,Puebla,33,Female,Jan 21,8,1,271
442,Puebla,36,Female,Jan 21,7,1,1943
443,Puebla,36,Female,Jan 21,5,1,919
444,Monterrey,37,Male,Jan 21,2,1,402
445,Monterrey,55,Male,Jan 21,0,0,0
446,Puebla,30,Female,Jan 21,7,1,378
447,Puebla,46,Male,Jan 21,1,1,186
448,Monterrey,34,Male,Jan 21,7,1,1961
449,Puebla,32,Male,Jan 21,8,1,1240
450,Puebla,39,Female,Jan 21,6,1,1427
451,Monterrey,37,Female,Jan 21,2,1,178
452,Puebla,50,Male,Jan 21,2,1,234
453,Monterrey,28,Female,Jan 21,1,1,118
454,Monterrey,39,Female,Jan 21,2,1,458
455,Puebla,50,Female,Jan 21,1,1,169
456,Monterrey,47,Male,Jan 21,3,0,717
457,Puebla,50,Male,Jan 21,2,1,78
458,Puebla,25,Female,Jan 21,3,1,758
459,Monterrey,26,Female,Jan 21,2,1,400
460,Puebla,51,Male,Jan 21,3,1,873
461,Monterrey,27,Male,Jan 21,2,1,174
462,Puebla,31,Female,Jan 21,3,1,547
463,Monterrey,53,Male,Jan 21,1,1,255
464,Puebla,30,Female,Jan 21,2,1,112
465,Puebla,34,Female,Jan 21,3,1,114
466,Monterrey,42,Female,Jan 21,2,1,374
467,Puebla,28,Female,Jan 21,3,0,573
468,Puebla,39,Male,Jan 21,3,1,686
469,Puebla,29,Male,Jan 21,2,1,171
470,Puebla,47,Male,Jan 21,3,0,375
471,Monterrey,40,Female,Jan 21,3,1,268
472,Monterrey,57,Male,Jan 21,2,1,72
473,Monterrey,36,Female,Jan 21,3,1,491
474,Monterrey,50,Female,Jan 21,3,1,83
475,Puebla,28,Female,Jan 21,3,1,189
476,Puebla,25,Female,Jan 21,2,1,549
477,Monterrey,52,Female,Jan 21,2,1,283
478,Puebla,34,Female,Jan 21,3,1,649
479,Monterrey,41,Female,Jan 21,1,1,28
480,Puebla,49,Female,Jan 21,1,1,153
481,Puebla,34,Female,Jan 21,2,1,417
482,Puebla,33,Female,Jan 21,3,1,266
483,Monterrey,42,Female,Jan 21,3,1,397
484,Monterrey,38,Female,Jan 21,3,1,150
485,Monterrey,36,Male,Jan 21,1,1,79
486,Puebla,34,Male,Jan 21,2,1,194
487,Monterrey,36,Male,Jan 21,3,1,112
488,Puebla,52,Male,Jan 21,1,1,297
489,Monterrey,43,Male,Jan 21,2,0,529
490,Puebla,27,Female,Jan 21,1,1,28
491,Monterrey,48,Male,Jan 21,2,1,115
492,Monterrey,27,Female,Jan 21,2,1,229
493,Monterrey,44,Male,Jan 21,3,1,774
494,Puebla,49,Male,Jan 21,2,1,527
495,Monterrey,43,Male,Jan 21,3,1,55
496,Monterrey,40,Female,Jan 21,1,1,288
497,Monterrey,37,Male,Jan 21,2,1,512
498,Puebla,50,Male,Jan 21,3,1,406
499,Monterrey,39,Male,Jan 21,1,1,280
500,Puebla,42,Male,Jan 21,2,1,432
1,Guadalajara,33,Male,feb 21,1,1,271
2,Guadalajara,23,Female,feb 21,3,1,508
3,Monterrey,23,Female,feb 21,1,1,250
4,Leon,24,Female,feb 21,1,1,261
5,Puebla,46,Male,feb 21,3,0,592
6,Guadalajara,35,Female,feb 21,2,1,367
7,Guadalajara,36,Male,feb 21,1,1,187
8,Guadalajara,63,Female,feb 21,1,1,197
9,Puebla,53,Male,feb 21,2,1,47
10,Guadalajara,41,Male,feb 21,3,0,889
11,Leon,47,Male,feb 21,3,0,727
12,Puebla,63,Female,feb 21,3,1,55
13,Leon,43,Male,feb 21,3,1,831
14,Puebla,38,Male,feb 21,3,1,238
15,Guadalajara,43,Male,feb 21,3,1,82
16,Guadalajara,53,Male,feb 21,1,1,91
17,Monterrey,24,Female,feb 21,3,0,831
18,Guadalajara,43,Male,feb 21,2,1,251
19,Leon,47,Male,feb 21,1,1,231
20,Guadalajara,42,Male,feb 21,3,1,679
21,Monterrey,31,Female,feb 21,1,1,59
22,Guadalajara,38,Male,feb 21,2,1,302
23,Leon,35,Female,feb 21,2,1,103
24,Guadalajara,64,Female,feb 21,2,1,44
25,Leon,42,Male,feb 21,1,1,242
26,Puebla,28,Female,feb 21,1,0,82
27,Leon,35,Female,feb 21,1,1,279
28,Monterrey,61,Female,feb 21,3,1,112
29,Monterrey,39,Male,feb 21,2,1,405
30,Guadalajara,32,Female,feb 21,1,1,135
31,Guadalajara,40,Female,feb 21,1,1,240
32,Guadalajara,42,Female,feb 21,3,1,297
33,Guadalajara,49,Male,feb 21,3,1,701
34,Leon,29,Female,feb 21,2,1,324
35,Leon,38,Female,feb 21,1,1,216
36,Monterrey,31,Female,feb 21,3,1,455
37,Leon,62,Female,feb 21,3,1,82
38,Monterrey,47,Male,feb 21,2,1,219
39,Guadalajara,25,Male,feb 21,3,1,460
40,Guadalajara,40,Male,feb 21,3,0,270
41,Monterrey,27,Female,feb 21,2,1,75
42,Leon,46,Male,feb 21,3,1,849
43,Puebla,37,Female,feb 21,2,1,389
44,Monterrey,41,Male,feb 21,3,1,463
45,Monterrey,61,Female,feb 21,3,1,213
46,Puebla,40,Female,feb 21,3,1,490
47,Guadalajara,40,Male,feb 21,1,1,93
48,Guadalajara,62,Female,feb 21,3,1,538
49,Puebla,25,Female,feb 21,3,1,859
50,Monterrey,49,Male,feb 21,7,1,1007
51,Leon,25,Female,feb 21,5,1,850
52,Monterrey,28,Female,feb 21,7,1,165
53,Guadalajara,25,Female,feb 21,4,0,535
54,Guadalajara,33,Female,feb 21,4,1,606
55,Leon,32,Male,feb 21,7,1,1902
56,Puebla,55,Male,feb 21,6,1,1597
57,Guadalajara,36,Female,feb 21,6,1,1243
58,Leon,42,Male,feb 21,6,1,248
59,Monterrey,37,Male,feb 21,7,1,1275
60,Puebla,35,Male,feb 21,4,1,449
61,Monterrey,36,Female,feb 21,5,1,437
62,Leon,25,Female,feb 21,4,1,899
63,Guadalajara,41,Male,feb 21,6,1,945
64,Puebla,34,Female,feb 21,5,1,474
65,Leon,65,Female,feb 21,6,1,670
66,Leon,35,Male,feb 21,7,1,461
67,Guadalajara,65,Female,feb 21,5,1,908
68,Monterrey,34,Male,feb 21,6,1,1313
69,Monterrey,32,Male,feb 21,7,1,928
70,Leon,25,Female,feb 21,4,1,952
71,Leon,65,Female,feb 21,6,1,1179
72,Guadalajara,40,Male,feb 21,4,1,645
73,Puebla,28,Female,feb 21,5,1,930
74,Monterrey,29,Female,feb 21,7,0,218
75,Monterrey,39,Male,feb 21,6,1,469
76,Leon,39,Female,feb 21,5,1,840
77,Guadalajara,37,Female,feb 21,4,1,397
78,Monterrey,38,Male,feb 21,3,1,798
79,Leon,37,Male,feb 21,2,1,516
80,Puebla,39,Female,feb 21,4,1,179
81,Puebla,20,Male,feb 21,1,1,266
82,Monterrey,54,Male,feb 21,4,0,183
83,Puebla,41,Male,feb 21,2,1,160
84,Puebla,65,Female,feb 21,0,0,0
85,Puebla,36,Male,feb 21,3,1,316
86,Puebla,26,Female,feb 21,3,1,78
87,Puebla,48,Male,feb 21,0,0,0
88,Guadalajara,36,Female,feb 21,4,1,1067
89,Leon,64,Female,feb 21,4,1,969
90,Puebla,50,Male,feb 21,4,1,321
91,Leon,37,Female,feb 21,1,1,24
92,Monterrey,29,Female,feb 21,4,1,467
93,Puebla,25,Female,feb 21,3,1,257
94,Guadalajara,65,Female,feb 21,2,1,392
95,Monterrey,36,Female,feb 21,3,1,582
96,Leon,33,Male,feb 21,1,1,257
97,Monterrey,32,Male,feb 21,0,0,0
98,Leon,26,Female,feb 21,1,1,144
99,Leon,32,Male,feb 21,2,1,261
100,Guadalajara,23,Female,feb 21,3,0,796
101,Monterrey,23,Female,feb 21,1,1,196
102,Leon,53,Male,feb 21,2,1,124
103,Leon,39,Male,feb 21,1,1,79
104,Puebla,26,Female,feb 21,0,0,0
105,Monterrey,45,Male,feb 21,1,1,202
106,Guadalajara,38,Male,feb 21,0,0,0
107,Puebla,40,Male,feb 21,3,1,783
108,Puebla,54,Female,feb 21,0,0,0
109,Leon,50,Male,feb 21,4,1,1109
110,Leon,47,Male,feb 21,3,1,77
111,Guadalajara,46,Female,feb 21,0,0,0
112,Monterrey,41,Female,feb 21,1,1,119
113,Monterrey,33,Female,feb 21,0,0,0
114,Monterrey,37,Male,feb 21,0,0,0
115,Puebla,24,Female,feb 21,4,1,958
116,Guadalajara,37,Male,feb 21,0,0,0
117,Guadalajara,49,Male,feb 21,4,0,212
118,Guadalajara,41,Male,feb 21,4,1,206
119,Leon,20,Female,feb 21,1,1,39
120,Guadalajara,39,Female,feb 21,2,1,201
121,Monterrey,42,Female,feb 21,4,1,450
122,Leon,20,Female,feb 21,3,1,593
123,Monterrey,38,Male,feb 21,4,1,729
124,Leon,41,Female,feb 21,0,0,0
125,Puebla,40,Male,feb 21,4,1,973
126,Guadalajara,52,Male,feb 21,1,1,216
127,Monterrey,32,Male,feb 21,2,1,66
128,Leon,34,Male,feb 21,2,1,83
129,Monterrey,32,Male,feb 21,4,1,1140
130,Leon,38,Male,feb 21,3,1,202
131,Monterrey,38,Male,feb 21,4,1,497
132,Puebla,44,Male,feb 21,0,0,0
133,Leon,29,Male,feb 21,1,1,280
134,Guadalajara,49,Male,feb 21,1,1,274
135,Puebla,48,Male,feb 21,1,1,144
136,Puebla,48,Male,feb 21,4,1,1008
137,Guadalajara,33,Male,feb 21,0,0,0
138,Puebla,38,Male,feb 21,4,1,452
139,Monterrey,36,Male,feb 21,4,1,501
140,Puebla,37,Male,feb 21,0,0,0
141,Puebla,48,Male,feb 21,3,1,586
142,Guadalajara,36,Male,feb 21,3,1,663
143,Puebla,48,Male,feb 21,0,0,0
144,Guadalajara,34,Male,feb 21,1,1,73
145,Leon,32,Male,feb 21,4,1,842
146,Leon,39,Male,feb 21,4,1,653
147,Monterrey,51,Male,feb 21,3,1,60
148,Leon,52,Male,feb 21,3,1,287
149,Monterrey,32,Male,feb 21,3,1,801
150,Puebla,54,Male,feb 21,4,1,808
151,Monterrey,38,Male,feb 21,1,1,271
152,Puebla,38,Female,feb 21,0,0,0
153,Monterrey,31,Female,feb 21,1,1,181
154,Guadalajara,33,Female,feb 21,3,1,438
155,Puebla,21,Female,feb 21,1,1,197
156,Monterrey,31,Female,feb 21,2,1,517
157,Guadalajara,38,Female,feb 21,0,0,0
158,Leon,21,Female,feb 21,0,0,0
159,Monterrey,30,Female,feb 21,4,1,440
160,Puebla,40,Female,feb 21,4,1,892
161,Guadalajara,42,Female,feb 21,3,1,467
162,Puebla,31,Female,feb 21,1,1,238
163,Monterrey,36,Female,feb 21,0,0,0
164,Guadalajara,35,Male,feb 21,2,1,203
165,Guadalajara,39,Male,feb 21,0,0,0
166,Guadalajara,42,Male,feb 21,3,0,753
167,Leon,35,Female,feb 21,0,0,0
168,Puebla,27,Female,feb 21,4,1,532
169,Monterrey,27,Female,feb 21,4,1,1126
170,Leon,24,Female,feb 21,4,1,215
171,Monterrey,38,Male,feb 21,0,0,0
172,Monterrey,45,Male,feb 21,1,1,112
173,Leon,20,Female,feb 21,2,1,278
174,Puebla,40,Male,feb 21,3,1,780
175,Puebla,29,Female,feb 21,3,1,858
176,Guadalajara,29,Female,feb 21,2,1,557
177,Leon,39,Male,feb 21,1,1,85
178,Leon,37,Female,feb 21,3,1,411
179,Monterrey,49,Male,feb 21,0,0,0
180,Puebla,51,Male,feb 21,3,1,721
181,Leon,53,Male,feb 21,1,1,51
182,Leon,30,Female,feb 21,1,1,250
183,Leon,48,Male,feb 21,2,1,128
184,Monterrey,43,Male,feb 21,1,0,132
185,Guadalajara,35,Female,feb 21,4,1,1166
186,Guadalajara,25,Male,feb 21,0,0,0
187,Puebla,40,Female,feb 21,1,1,124
188,Puebla,53,Male,feb 21,3,1,861
189,Guadalajara,41,Female,feb 21,0,0,0
190,Monterrey,52,Male,feb 21,0,0,0
191,Guadalajara,44,Female,feb 21,2,1,367
192,Guadalajara,40,Male,feb 21,2,1,343
193,Leon,36,Female,feb 21,2,1,45
194,Leon,33,Male,feb 21,1,1,150
195,Puebla,47,Male,feb 21,2,1,105
196,Puebla,21,Female,feb 21,0,0,0
197,Leon,32,Male,feb 21,1,1,119
198,Puebla,26,Female,feb 21,1,1,155
199,Leon,34,Female,feb 21,4,1,236
200,Guadalajara,42,Female,feb 21,2,1,182
201,Leon,20,Female,feb 21,0,0,0
202,Guadalajara,41,Female,feb 21,4,1,345
203,Monterrey,48,Male,feb 21,3,1,808
204,Puebla,43,Male,feb 21,4,1,1064
205,Leon,39,Male,feb 21,3,1,597
206,Monterrey,50,Female,feb 21,0,0,0
207,Puebla,35,Male,feb 21,4,1,1012
208,Monterrey,26,Female,feb 21,1,1,198
209,Guadalajara,46,Male,feb 21,3,1,312
210,Puebla,23,Male,feb 21,4,0,732
211,Guadalajara,47,Male,feb 21,0,0,0
212,Puebla,20,Female,feb 21,3,1,798
213,Leon,33,Male,feb 21,1,1,155
214,Guadalajara,23,Female,feb 21,2,1,281
215,Puebla,26,Female,feb 21,4,1,557
216,Guadalajara,39,Female,feb 21,0,0,0
217,Puebla,37,Female,feb 21,3,1,276
218,Guadalajara,24,Female,feb 21,0,0,0
219,Guadalajara,33,Female,feb 21,3,1,274
220,Leon,34,Female,feb 21,1,1,249
221,Puebla,29,Male,feb 21,2,0,371
222,Monterrey,37,Male,feb 21,3,1,783
223,Monterrey,23,Female,feb 21,1,1,210
224,Leon,35,Male,feb 21,2,1,185
225,Monterrey,54,Male,feb 21,1,1,270
226,Monterrey,46,Male,feb 21,0,0,0
227,Leon,35,Male,feb 21,4,1,845
228,Leon,20,Female,feb 21,3,0,354
229,Monterrey,30,Male,feb 21,3,1,496
230,Puebla,52,Male,feb 21,0,0,0
231,Puebla,24,Female,feb 21,2,1,165
232,Leon,30,Female,feb 21,3,1,275
233,Leon,23,Female,feb 21,2,1,134
234,Monterrey,30,Female,feb 21,3,1,306
235,Monterrey,51,Male,feb 21,2,1,247
236,Guadalajara,43,Female,feb 21,5,1,492
237,Monterrey,42,Male,feb 21,2,1,222
238,Guadalajara,46,Male,feb 21,2,0,128
239,Monterrey,49,Male,feb 21,4,1,738
240,Leon,40,Female,feb 21,6,1,110
241,Monterrey,33,Female,feb 21,5,1,654
242,Guadalajara,36,Male,feb 21,3,1,492
243,Guadalajara,47,Female,feb 21,4,1,861
244,Monterrey,46,Male,feb 21,5,1,922
245,Guadalajara,33,Male,feb 21,5,1,1432
246,Puebla,41,Male,feb 21,3,1,597
247,Puebla,26,Male,feb 21,4,0,537
248,Guadalajara,32,Male,feb 21,6,1,738
249,Guadalajara,50,Male,feb 21,6,1,745
250,Puebla,54,Male,feb 21,3,0,260
251,Puebla,42,Male,feb 21,3,1,886
252,Leon,55,Male,feb 21,2,0,594
253,Monterrey,33,Male,feb 21,3,1,52
254,Monterrey,32,Male,feb 21,4,1,438
255,Puebla,51,Male,feb 21,4,1,702
256,Guadalajara,26,Female,feb 21,3,1,383
257,Leon,43,Male,feb 21,6,1,1354
258,Monterrey,33,Male,feb 21,6,1,315
259,Leon,43,Male,feb 21,3,1,439
260,Puebla,36,Male,feb 21,6,1,683
261,Puebla,46,Male,feb 21,3,1,542
262,Guadalajara,40,Female,feb 21,3,1,237
263,Guadalajara,26,Female,feb 21,3,1,606
264,Leon,39,Female,feb 21,2,0,579
265,Guadalajara,49,Male,feb 21,2,1,363
266,Leon,39,Female,feb 21,4,1,388
267,Monterrey,43,Male,feb 21,5,1,1000
268,Leon,25,Female,feb 21,2,1,438
269,Guadalajara,35,Female,feb 21,6,1,1800
270,Leon,34,Female,feb 21,6,1,1587
271,Monterrey,25,Female,feb 21,4,1,984
272,Leon,42,Male,feb 21,2,0,526
273,Leon,34,Female,feb 21,4,1,594
274,Guadalajara,33,Female,feb 21,2,1,116
275,Puebla,26,Male,feb 21,5,1,1309
276,Monterrey,48,Male,feb 21,6,1,1666
277,Puebla,34,Female,feb 21,2,1,266
278,Leon,20,Female,feb 21,4,1,317
279,Leon,41,Male,feb 21,3,1,368
280,Leon,42,Female,feb 21,3,1,362
281,Leon,33,Female,feb 21,5,1,76
282,Guadalajara,47,Male,feb 21,2,1,170
283,Guadalajara,29,Female,feb 21,4,1,604
284,Guadalajara,25,Female,feb 21,5,1,1364
285,Guadalajara,30,Male,feb 21,5,1,229
286,Puebla,43,Male,feb 21,2,1,318
287,Guadalajara,33,Male,feb 21,6,1,1357
288,Puebla,36,Male,feb 21,6,1,781
289,Guadalajara,27,Female,feb 21,3,1,53
290,Guadalajara,54,Male,feb 21,5,1,1483
291,Guadalajara,33,Male,feb 21,2,1,431
292,Puebla,22,Female,feb 21,5,1,1128
293,Monterrey,48,Male,feb 21,5,1,1135
294,Monterrey,46,Male,feb 21,2,1,236
295,Guadalajara,44,Male,feb 21,6,1,659
296,Leon,27,Male,feb 21,2,1,191
297,Leon,20,Female,feb 21,5,1,1483
298,Leon,35,Female,feb 21,4,1,650
299,Leon,25,Female,feb 21,3,1,281
300,Guadalajara,52,Male,feb 21,5,1,349
301,Guadalajara,50,Male,feb 21,3,0,274
302,Guadalajara,40,Male,feb 21,2,1,214
303,Puebla,33,Female,feb 21,5,1,984
304,Monterrey,44,Male,feb 21,2,1,324
305,Guadalajara,28,Female,feb 21,3,1,297
306,Leon,44,Male,feb 21,4,1,415
307,Puebla,20,Female,feb 21,2,1,253
308,Monterrey,38,Male,feb 21,5,1,1342
309,Puebla,20,Female,feb 21,6,1,441
310,Monterrey,33,Male,feb 21,5,1,1466
311,Leon,29,Male,feb 21,2,1,529
312,Puebla,39,Male,feb 21,3,1,333
313,Monterrey,48,Male,feb 21,6,1,1793
314,Puebla,20,Female,feb 21,5,1,936
315,Guadalajara,25,Male,feb 21,4,1,408
316,Leon,34,Male,feb 21,6,1,557
317,Monterrey,25,Female,feb 21,5,1,733
318,Guadalajara,53,Male,feb 21,2,1,211
319,Leon,29,Male,feb 21,3,1,262
320,Monterrey,36,Female,feb 21,2,1,352
321,Guadalajara,37,Female,feb 21,6,0,636
322,Leon,41,Female,feb 21,6,1,184
323,Puebla,34,Male,feb 21,3,1,106
324,Guadalajara,23,Female,feb 21,6,1,180
325,Guadalajara,39,Male,feb 21,4,1,499
326,Monterrey,38,Female,feb 21,3,1,72
327,Leon,53,Male,feb 21,5,1,1340
328,Leon,36,Male,feb 21,2,1,473
329,Leon,21,Female,feb 21,5,1,1414
330,Leon,22,Female,feb 21,3,1,877
331,Monterrey,45,Male,feb 21,2,1,416
332,Puebla,36,Male,feb 21,6,1,313
333,Leon,38,Female,feb 21,5,1,691
334,Puebla,22,Female,feb 21,5,1,553
335,Puebla,41,Female,feb 21,2,1,176
336,Leon,53,Male,feb 21,5,1,858
337,Leon,50,Male,feb 21,3,0,532
338,Leon,34,Female,feb 21,2,1,347
339,Leon,41,Female,feb 21,2,1,480
340,Monterrey,37,Female,feb 21,2,1,499
341,Monterrey,48,Male,feb 21,2,1,139
342,Monterrey,33,Female,feb 21,3,1,743
343,Leon,23,Female,feb 21,6,1,1451
344,Monterrey,48,Male,feb 21,6,1,1371
345,Leon,50,Male,feb 21,2,1,304
346,Monterrey,32,Female,feb 21,5,1,355
347,Leon,38,Male,feb 21,3,1,54
348,Leon,53,Male,feb 21,4,1,242
349,Puebla,40,Male,feb 21,3,1,592
350,Leon,48,Male,feb 21,4,1,1100
351,Monterrey,38,Female,feb 21,5,1,1367
352,Leon,42,Female,feb 21,5,1,526
353,Monterrey,39,Male,feb 21,0,0,0
354,Leon,41,Female,feb 21,0,0,0
355,Puebla,39,Female,feb 21,3,1,187
356,Monterrey,35,Female,feb 21,0,0,0
357,Monterrey,42,Male,feb 21,1,1,221
358,Leon,34,Male,feb 21,3,1,645
359,Monterrey,31,Female,feb 21,0,0,0
360,Monterrey,34,Female,feb 21,3,1,752
361,Leon,36,Male,feb 21,3,1,79
362,Puebla,42,Male,feb 21,3,1,441
363,Puebla,32,Male,feb 21,0,0,0
364,Monterrey,53,Male,feb 21,0,0,0
365,Leon,53,Male,feb 21,0,0,0
366,Monterrey,53,Female,feb 21,0,0,0
367,Monterrey,53,Female,feb 21,1,1,88
368,Leon,38,Female,feb 21,2,1,354
369,Leon,36,Male,feb 21,2,1,42
370,Monterrey,23,Female,feb 21,0,0,0
371,Puebla,37,Male,feb 21,0,0,0
372,Monterrey,38,Female,feb 21,0,0,0
373,Monterrey,51,Male,feb 21,2,1,163
374,Puebla,35,Female,feb 21,3,0,316
375,Puebla,31,Female,feb 21,2,1,131
376,Monterrey,24,Female,feb 21,2,1,545
377,Monterrey,55,Female,feb 21,0,0,0
378,Puebla,37,Male,feb 21,3,1,241
379,Monterrey,49,Male,feb 21,3,1,836
380,Monterrey,28,Female,feb 21,1,0,16
381,Puebla,41,Female,feb 21,0,0,0
382,Monterrey,55,Male,feb 21,2,0,464
383,Monterrey,37,Male,feb 21,2,1,444
384,Monterrey,39,Male,feb 21,1,1,43
385,Monterrey,51,Female,feb 21,2,1,392
386,Puebla,35,Female,feb 21,3,0,436
387,Puebla,54,Female,feb 21,2,1,437
388,Puebla,58,Male,feb 21,0,0,0
389,Monterrey,29,Female,feb 21,1,1,177
390,Monterrey,42,Female,feb 21,2,1,41
391,Puebla,41,Male,feb 21,0,0,0
392,Monterrey,50,Male,feb 21,3,1,467
