Area,Direccion,CodigoPostal,Fecha,Precio,Habitaciones,Distacia,Banos,Carros,Terreno,Construccion,AnoConstriccion
Boroondara,142 Balwyn Rd,3103,11/1/2024,1850000,2,9.7,1,1,1015,166,
Boroondara,4/3 King St,3103,11/1/2024,700000,3,9.7,1,1,188,110,1970
Boroondara,3/18 Weir St,3103,10/1/2024,500000,2,9.7,1,1,0,72,1960
Boroondara,3 Westminster St,3103,10/1/2024,2125000,3,9.7,2,2,699,252,1985
Boroondara,13 Naroo St,3103,12/1/2024,1800000,4,9.7,2,2,577,200,
Boroondara,101/201 Whitehorse Rd,3103,,635000,2,9.7,1,1,0,70,2014
Boroondara,1/252 Union Rd,3103,11/1/2024,,2,9.7,1,1,0,73,1960
Boroondara,1/18 Belmore Rd,3103,10/1/2024,905000,3,9.7,1,2,281,150,1995
Boroondara,316 Belmore Rd,3103,11/1/2024,1750000,4,9.7,3,2,453,308,2016
Boroondara,11/22 Brenbeal St,3103,10/1/2024,760000,2,9.7,1,1,121,100,1960
Boroondara,3/3 Iramoo St,3103,10/1/2024,1367000,3,9.7,2,2,219,164,2003
Boroondara,2/8 Evelina St,3103,10/1/2024,1400000,4,9.7,3,2,241,240,2009
Boroondara,5 Millah Rd,3103,12/1/2024,3270000,4,9.7,2,4,935,241,
Boroondara,6/10 Brenbeal St,3103,12/1/2024,625000,2,9.7,1,1,115,104,1960
Boroondara,1 Weston St,3103,10/1/2024,1860000,3,9.7,1,4,671,465,
Boroondara,38 Frederick St,3103,10/1/2024,2730000,4,9.7,3,2,674,336,1997
Boroondara,6/29 Weir St,3103,11/1/2024,460000,2,9.7,1,1,0,79,1950
Boroondara,3/94 Balwyn Rd,3103,10/1/2024,1053000,2,9.7,1,2,231,98,1985
Boroondara,1/32 Yerrin St,3103,11/1/2024,,3,9.7,2,2,306,170,1995
Boroondara,5/95 Balwyn Rd,3103,11/1/2024,754000,2,9.7,1,1,87,88,1990
Boroondara,49 Metung St,3103,11/1/2024,3400000,5,9.7,6,4,739,502,
Boroondara,29 Bevan St,3103,12/1/2024,2188000,4,9.7,2,2,752,253,1981
Boroondara,2/30 Kalimna St,3103,10/1/2024,755000,2,9.7,1,1,213,92,1980
Boroondara,262 Union Rd,3103,12/1/2024,3290000,4,9.7,3,2,1007,350,
Boroondara,27 Metung St,3103,10/1/2024,2410000,4,9.7,2,1,685,207,
Boroondara,4/35 Weir St,3103,10/1/2024,,2,9.7,1,1,0,150,1960
Boroondara,26 Wills St,3103,,2000000,4,9.7,1,2,739,291,
Boroondara,165 Balwyn Rd,3103,11/1/2024,1900000,4,9.7,2,1,665,155,
Boroondara,17 Knutsford St,3103,10/1/2024,3401000,3,9.7,2,1,706,166,
Boroondara,47 Naroo St,3103,11/1/2024,1750000,3,9.7,2,3,613,193,
Boroondara,112 Belmore Rd,3103,,3020000,5,9.7,3,2,715,420,2009
Boroondara,12 Wills St,3103,11/1/2024,2450000,5,9.7,2,2,981,260,1960
Boroondara,3/12 Brenbeal St,3103,11/1/2024,730000,2,9.7,1,1,130,80,1960
Boroondara,321a Union Rd,3103,10/1/2024,,3,9.7,2,2,404,190,2011
Boroondara,33 Power St,3103,12/1/2024,,4,9.7,1,1,672,115,
Boroondara,3/41 Clifton St,3104,12/1/2024,1315000,3,9.2,2,2,260,167,2000
Boroondara,153 Doncaster Rd,3104,12/1/2024,1500000,3,9.2,2,1,778,154,1950
Boroondara,19 Jacka St,3104,,3230000,4,9.2,4,3,1135,275,1960
Boroondara,25 Bolinda Rd,3104,10/1/2024,1905000,4,9.2,2,2,647,185,1955
Boroondara,3 Dumblane St,3104,12/1/2024,3300000,5,9.2,4,2,760,477,2015
Boroondara,30 Hood St,3104,11/1/2024,1900000,4,9.2,2,2,642,215,1955
Boroondara,36 Kenny St,3104,11/1/2024,2251000,3,9.2,1,2,888,137,1950
Boroondara,13 Riverview Rd,3104,12/1/2024,2205000,4,9.2,2,2,750,214,1950
Boroondara,43 Sweyn St,3104,10/1/2024,1265000,3,9.2,2,1,347,160,2011
Boroondara,14 Kawarren St,3104,10/1/2024,1750000,4,9.2,2,2,673,185,1960
Boroondara,88 Longview Rd,3104,,1450000,3,9.2,1,2,665,124,1950
Boroondara,113 Maud St,3104,12/1/2024,2614000,4,9.2,2,2,772,150,1955
Boroondara,6 Stuart Ct,3104,12/1/2024,1825000,4,9.2,2,3,736,225,1958
Boroondara,325 Belmore Rd,3104,11/1/2024,3250000,5,9.2,4,2,886,520,2013
Boroondara,15 Ellendale St,3104,11/1/2024,1150000,3,9.2,2,1,207,144,2003
Boroondara,30 Clifton St,3104,12/1/2024,1572000,4,9.2,2,2,662,330,1965
Boroondara,108 Bulleen Rd,3104,10/1/2024,1750000,5,9.2,3,2,705,365,2013
Boroondara,5 Carrington St,3104,10/1/2024,1850000,4,9.2,2,2,619,254,1990
Boroondara,3 Clive Ct,3104,10/1/2024,2130000,4,9.2,3,2,1274,275,1970
Boroondara,7 Page St,3104,12/1/2024,3690000,5,9.2,4,2,624,154,1967
Boroondara,8 Cash St,3104,11/1/2024,1740000,4,9.2,2,2,610,275,1993
Boroondara,7 Grieve St,3104,11/1/2024,2575000,4,9.2,3,2,657,355,2006
Boroondara,39 Kawarren St,3104,12/1/2024,1388800,4,9.2,2,1,517,247,1970
Boroondara,41 Helston St,3104,12/1/2024,1800000,4,9.2,2,4,587,165,1960
Boroondara,15 Moody St,3104,10/1/2024,2910000,4,9.2,3,2,1070,247,1992
Boroondara,23a The Boulevard,3104,12/1/2024,2200000,5,9.2,3,2,900,355,1955
Boroondara,1 Bolinda Rd,3104,10/1/2024,1700000,3,9.2,2,3,763,168,1960
Boroondara,56a Clifton St,3104,10/1/2024,,3,9.2,3,1,310,188,2012
Boroondara,2 Tudor Ct,3104,10/1/2024,,7,9.2,3,3,637,529,2008
Boroondara,28 Walnut Rd,3104,10/1/2024,,4,9.2,3,2,665,232,1970
Boroondara,14 Dumblane St,3104,11/1/2024,1750000,5,9.2,2,2,710,170,1955
Boroondara,64 Greythorn Rd,3104,11/1/2024,2000000,5,9.2,2,2,1002,244,1950
Boroondara,42 Maud St,3104,12/1/2024,1480000,3,9.2,1,4,605,116,1950
Boroondara,11 Stephens St,3104,,3000000,4,9.2,3,2,1247,50,
Boroondara,54 Sutton St,3104,11/1/2024,1818000,3,9.2,1,1,722,90,
Boroondara,48 Hosken St,3104,11/1/2024,2525000,4,9.2,2,2,1235,196,1960
Boroondara,17 Stephens St,3104,12/1/2024,3360000,4,9.2,3,1,904,420,2003
Boroondara,15 Illawarra Rd,3104,,1903000,3,9.2,1,2,713,720,1950
Boroondara,12 Clifton St,3104,,1720000,4,9.2,3,2,869,170,1950
Boroondara,9 Seattle St,3104,12/1/2024,1675000,4,9.2,2,2,667,201,1974
Boroondara,16 Sylvan St,3104,10/1/2024,1680000,4,9.2,3,1,362,200,2014
Boroondara,9 Stephens St,3104,10/1/2024,4000000,5,9.2,5,4,1364,518,2013
Boroondara,5 Grieve St,3104,11/1/2024,2205000,4,9.2,2,2,1010,250,1950
Boroondara,28 Severn St,3104,10/1/2024,,3,9.2,2,3,949,175,
Boroondara,3/1 Corhampton Rd,3104,11/1/2024,685000,2,9.2,1,1,177,85,1975
Boroondara,1 Morris St,3104,11/1/2024,1900000,6,9.2,1,6,691,5,
Boroondara,85a Woodville St,3104,11/1/2024,1335000,3,9.2,2,2,368,177,2009
Boroondara,41 Helston St,3104,12/1/2024,1900000,4,9.2,2,4,587,165,1960
Boroondara,3/48 Alpha St,3104,12/1/2024,,2,9.2,1,1,250,112,1995
Boroondara,19 Hedderwick St,3104,11/1/2024,1250000,4,9.2,2,2,644,153,1950
Boroondara,430 Balwyn Rd,3104,12/1/2024,1875000,5,9.2,3,2,842,200,1961
Boroondara,43 Helston St,3104,10/1/2024,1530000,4,9.2,2,2,701,198,1960
Boroondara,16 Nevada St,3104,12/1/2024,1700000,4,9.2,2,5,754,175,1960
Boroondara,11 Milfay Ct,3104,11/1/2024,1651000,3,9.2,1,2,657,151,1960
Boroondara,23A The Boulevard,3104,11/1/2024,1920000,5,9.2,3,2,900,355,1955
Boroondara,123 Winfield Rd,3104,,1560000,5,9.2,2,3,845,199,1980
Boroondara,15 Ellendale St,3104,12/1/2024,1038000,3,9.2,2,1,207,144,2003
Boroondara,15 Maughan Pde,3104,11/1/2024,1660000,5,9.2,3,2,737,193,1950
Boroondara,24 Willis St,3104,10/1/2024,1770000,3,9.2,2,1,720,147,1955
Boroondara,2/3 Hatfield St,3104,12/1/2024,691500,2,9.2,1,1,0,102,1968
Glen Eira,1/236 Patterson Rd,3204,11/1/2024,875000,3,13,1,2,348,121,1950
Glen Eira,11 Rogers Rd,3204,12/1/2024,1425000,3,13,2,2,613,143,1960
Glen Eira,3/2 Scotts St,3204,12/1/2024,851000,2,13,1,1,140,250,1970
Glen Eira,11A Mortimore St,3204,10/1/2024,1222500,3,13,2,2,299,181,2000
Glen Eira,13 Somers St,3204,10/1/2024,1317500,3,13,1,1,576,127,
Glen Eira,8/11 Brentwood St,3204,11/1/2024,360000,2,13,1,1,0,69,1965
Glen Eira,12b Coates St,3204,10/1/2024,1435000,4,13,3,2,291,212,2012
Glen Eira,156 Patterson Rd,3204,12/1/2024,,3,13,1,2,692,164,
Glen Eira,8 Rose St,3204,10/1/2024,,4,13,2,2,795,250,
Glen Eira,23 Yawla St,3204,11/1/2024,1500000,3,13,2,1,565,222,
Glen Eira,39 Luckins Rd,3204,10/1/2024,1300000,4,13,2,2,697,194,
Glen Eira,592 Centre Rd,3204,12/1/2024,1125000,3,13,1,2,584,116,
Glen Eira,74 Fromer St,3204,11/1/2024,1328000,4,13,2,2,610,112,
Glen Eira,4 Gordon St,3204,10/1/2024,,3,13,2,1,526,135,
Glen Eira,58 London St,3204,11/1/2024,1155000,4,13,3,2,271,205,2010
Glen Eira,182 Patterson Rd,3204,,1275000,3,13,1,4,758,138,1960
Glen Eira,1/30 Daley St,3204,11/1/2024,855000,2,13,1,1,296,103,
Glen Eira,13/27 Patterson Rd,3204,10/1/2024,650000,2,13,1,1,116,92,1960
Glen Eira,112 Tucker Rd,3204,10/1/2024,1815000,4,13,2,4,902,233,1950
Glen Eira,9 Yawla St,3204,12/1/2024,2255000,4,13,3,2,557,353,2008
Glen Eira,2/7 Gordon St,3204,10/1/2024,855000,2,13,2,3,226,475,2005
Glen Eira,11 Wheatley Rd,3204,11/1/2024,1860000,4,13,2,3,855,197,
Glen Eira,2/15 Jasper Rd,3204,10/1/2024,725000,2,13,1,1,227,100,1990
Glen Eira,6 Atkinson St,3204,10/1/2024,1293000,3,13,1,1,632,108,1950
Glen Eira,33 Luckins Rd,3204,10/1/2024,1328000,3,13,2,2,690,245,1970
Glen Eira,4a Rosina St,3204,12/1/2024,1247000,4,13,2,3,354,255,2008
Glen Eira,4 Daley St,3204,12/1/2024,1370000,3,13,1,2,624,143,1950
Glen Eira,64 Tucker Rd,3204,12/1/2024,1095000,3,13,2,1,581,170,1965
Glen Eira,3/18 Bleazby St,3204,10/1/2024,725000,2,13,1,1,677,88,2012
Glen Eira,2/1 Corbie St,3204,10/1/2024,825000,3,13,2,2,147,149,2007
Glen Eira,77B Fromer St,3204,12/1/2024,1235000,3,13,2,2,0,160,2012
Glen Eira,5 Luckins Rd,3204,12/1/2024,1165000,3,13,1,2,694,125,1950
Glen Eira,13 Wood St,3204,,1910000,4,13,2,4,736,284,1950
Glen Eira,1/7 Uonga Rd,3204,11/1/2024,820000,2,13,1,3,336,109,1960
Glen Eira,81 Fromer St,3204,10/1/2024,1430000,4,13,2,2,611,168,1970
Glen Eira,13 Horsley St,3204,,910000,2,13,1,2,274,96,1970
Glen Eira,11 Wilson St,3204,,2520000,4,13,4,2,579,361,2012
Glen Eira,43 Godfrey St,3204,10/1/2024,1900000,5,13,2,2,567,250,
Glen Eira,20 Wright St,3204,12/1/2024,1150000,4,13,2,2,384,766,
Glen Eira,1a Werona St,3204,10/1/2024,670000,2,13,2,1,123,90,2007
Glen Eira,40 Coates St,3204,12/1/2024,680000,2,13,1,1,83,107,1998
Glen Eira,8B McKittrick Rd,3204,,1320000,4,13,3,3,346,220,2010
Glen Eira,17 Smith St,3204,11/1/2024,1900000,6,13,3,2,708,275,1988
Glen Eira,21 Bruce St,3204,10/1/2024,1535000,3,13,2,2,572,150,
Glen Eira,72 Daley St,3204,10/1/2024,1281000,4,13,1,5,594,150,
Glen Eira,22 Hutchinson St,3204,11/1/2024,1385000,5,13,2,2,664,178,1950
Glen Eira,11 Wilson St,3204,11/1/2024,2620000,4,13,4,2,579,361,2012
Glen Eira,30 Veronica St,3165,10/1/2024,825000,2,13.9,2,1,176,125,2008
Glen Eira,2a Bessie St,3165,10/1/2024,746000,2,13.9,1,2,281,95,2002
Glen Eira,19 Denver St,3165,10/1/2024,1275000,5,13.9,2,2,683,190,1960
Glen Eira,1/41 Elizabeth St,3165,,1025000,3,13.9,2,2,384,120,1999
Glen Eira,2/25 Birdwood St,3165,10/1/2024,,2,13.9,1,1,76,79,1980
Glen Eira,24 Brooks St,3165,10/1/2024,1220000,4,13.9,2,2,585,178,1950
Glen Eira,13 Claronga St,3165,,885000,3,13.9,1,2,565,110,1950
Glen Eira,17a Edinburgh St,3165,11/1/2024,830000,3,13.9,2,2,292,141,2012
Glen Eira,34b Lesden St,3165,10/1/2024,1210000,4,13.9,3,2,291,222,2014
Glen Eira,59 Tambet St,3165,11/1/2024,1160000,4,13.9,2,2,321,180,2006
Glen Eira,24 Barrani St,3165,,1215000,3,13.9,2,3,730,110,1970
Glen Eira,71 Bignell Rd,3165,,1200000,4,13.9,2,2,619,191,1960
Glen Eira,96 Brady Rd,3165,12/1/2024,1050000,3,13.9,2,2,627,140,1950
Glen Eira,25 Connie St,3165,11/1/2024,950000,5,13.9,2,4,618,146,1950
Glen Eira,9/7 Derry St,3165,10/1/2024,380000,2,13.9,2,1,0,78,1970
Glen Eira,3/32 Elizabeth St,3165,12/1/2024,689000,2,13.9,1,1,169,87,
Glen Eira,38 Northam Rd,3165,10/1/2024,1338000,3,13.9,2,2,610,177,1970
Glen Eira,1/6 Richard St,3165,10/1/2024,651000,2,13.9,1,1,265,150,1960
Glen Eira,3 Veronica St,3165,10/1/2024,1390000,3,13.9,2,2,590,118,1960
Glen Eira,4 Tambet St,3165,11/1/2024,1100000,3,13.9,1,2,578,163,1955
Glen Eira,21 Wards Gr,3165,12/1/2024,1206000,4,13.9,1,1,636,138,
Glen Eira,2/3 Wonga Ct,3165,10/1/2024,486500,2,13.9,1,1,0,75,1960
Glen Eira,87 Parkmore Rd,3165,10/1/2024,1415000,4,13.9,2,2,604,177,1970
Glen Eira,1A Brian St,3165,12/1/2024,1185000,4,13.9,2,2,305,207,2012
Glen Eira,13 Brooks St,3165,12/1/2024,1060000,4,13.9,3,1,313,166,1960
Glen Eira,41 Bradford St,3165,10/1/2024,845000,3,13.9,2,2,295,145,1998
Glen Eira,2/41 Elizabeth St,3165,10/1/2024,860000,3,13.9,2,1,254,117,1995
Glen Eira,5b MacKie Rd,3165,12/1/2024,921000,3,13.9,2,2,167,140,2009
Glen Eira,1/112 Tambet St,3165,10/1/2024,742500,2,13.9,1,1,300,135,1960
Glen Eira,25 Thornton St,3165,11/1/2024,920000,3,13.9,2,2,578,120,1950
Glen Eira,33 Schulz St,3165,10/1/2024,1010000,4,13.9,1,2,658,112,
Glen Eira,12 Tambet St,3165,10/1/2024,702000,2,13.9,1,1,591,102,1960
Glen Eira,2/15 Liverpool St,3165,,805000,3,13.9,2,1,268,117,2000
Glen Eira,23 Yarraburn Cl,3165,12/1/2024,,4,13.9,2,1,274,190,2004
Glen Eira,12 Barrani St,3165,10/1/2024,1050000,3,13.9,1,4,726,131,1950
Glen Eira,21 Highview Rd,3165,,722000,2,13.9,2,1,201,79,2005
Glen Eira,18 Normanby Rd,3165,,930000,3,13.9,1,2,588,133,1960
Glen Eira,93 Tudor St,3165,11/1/2024,921000,3,13.9,2,1,291,119,2000
Glen Eira,23 York St,3165,11/1/2024,1035000,4,13.9,1,2,610,160,1950
Glen Eira,7 England St,3165,12/1/2024,1352000,4,13.9,2,2,618,196,1950
Glen Eira,11b Lilac St,3165,10/1/2024,,4,13.9,2,2,296,205,2006
Glen Eira,790 North Rd,3165,,1600000,5,13.9,2,2,659,315,
Glen Eira,26 Almurta Rd,3165,10/1/2024,1200000,3,13.9,1,1,721,120,1970
Glen Eira,1/57 Brooks St,3165,10/1/2024,780000,3,13.9,2,2,421,126,1950
Glen Eira,48a Celia St,3165,10/1/2024,1250000,4,13.9,2,2,314,231,2010
Glen Eira,8 Leo St,3165,12/1/2024,1110000,4,13.9,2,2,583,176,1960
Glen Eira,11 Moylan St,3165,11/1/2024,1690000,4,13.9,2,2,700,165,1950
Glen Eira,42 Paloma St,3165,11/1/2024,791000,3,13.9,3,1,391,122,1950
Glen Eira,601 South Rd,3165,,,3,13.9,1,3,780,140,
Glen Eira,2/40 Francesco St,3165,11/1/2024,970000,3,13.9,2,2,267,156,2000
Glen Eira,1002 North Rd,3165,11/1/2024,823000,3,13.9,2,2,213,143,2003
Glen Eira,1/38 Kennedy St,3165,,1045000,4,13.9,2,1,316,190,2010
Glen Eira,2/119 Marlborough St,3165,,655000,2,13.9,1,1,154,80,2000
Glen Eira,3 Molden St,3165,10/1/2024,,5,13.9,3,2,623,257,1950
Glen Eira,2/53 Moylan St,3165,10/1/2024,835000,3,13.9,1,1,250,105,1980
Glen Eira,31b Purtell St,3165,,1465000,4,13.9,2,2,319,256,2015
Glen Eira,24 Veronica St,3165,11/1/2024,910000,3,13.9,1,1,587,96,1950
Glen Eira,2/14 Wamba Rd,3165,11/1/2024,920000,3,13.9,2,1,388,123,2007
Glen Eira,14 Charles St,3165,11/1/2024,935000,3,13.9,2,2,230,160,2012
Glen Eira,14 Florence St,3165,10/1/2024,977000,3,13.9,1,2,543,163,1970
Glen Eira,1 Jassa St,3165,,1352000,3,13.9,1,2,686,122,1950
Glen Eira,12 Millard St,3165,12/1/2024,1115000,4,13.9,2,2,575,160,1960
Glen Eira,54 Elizabeth St,3165,11/1/2024,1197000,3,13.9,1,2,692,147,
Glen Eira,2/10 Matthews Rd,3165,10/1/2024,485000,2,13.9,2,2,0,83,2011
Glen Eira,39 Shrewsbury St,3165,10/1/2024,1365000,4,13.9,1,1,582,151,1960
Glen Eira,10 Boronia St,3165,11/1/2024,1698888,4,13.9,2,2,598,337,2006
Glen Eira,5a Cavalier St,3165,12/1/2024,965000,3,13.9,2,1,283,28,2010
Glen Eira,2/5 Connie St,3165,12/1/2024,870000,3,13.9,2,2,365,150,2011
Glen Eira,123 MacKie Rd,3165,11/1/2024,1161000,3,13.9,2,3,629,168,1950
Glen Eira,11 Melball St,3165,12/1/2024,1266000,3,13.9,1,3,676,146,1970
Glen Eira,2/8 Rudyard St,3165,10/1/2024,700000,3,13.9,2,2,194,200,2008
Glen Eira,2A Barrani St,3165,11/1/2024,1325000,4,13.9,4,2,363,265,2012
Glen Eira,2/16 Bessie St,3165,12/1/2024,770000,3,13.9,2,1,281,132,2005
Glen Eira,177 Bignell Rd,3165,11/1/2024,1110000,3,13.9,1,6,542,538,
Glen Eira,1/6 Brad St,3165,10/1/2024,380000,1,13.9,1,1,0,99,1970
Glen Eira,98 Brady Rd,3165,12/1/2024,1175000,4,13.9,2,2,620,158,1980
Glen Eira,3 Forrest St,3165,10/1/2024,1200000,3,13.9,1,1,640,120,1960
Glen Eira,88 MacKie Rd,3165,12/1/2024,1370000,4,13.9,1,2,684,196,1970
Glen Eira,4 Mawby Rd,3165,11/1/2024,1433500,4,13.9,1,1,725,186,1950
Glen Eira,61 Molden St,3165,11/1/2024,860000,3,13.9,2,1,210,131,2005
Glen Eira,3/2 Garden Rd,3165,12/1/2024,715000,2,13.9,1,1,194,114,1995
Glen Eira,1/811 Centre Rd,3165,11/1/2024,710000,2,13.9,1,1,0,115,1950
Glen Eira,71 Deakin St,3165,11/1/2024,,5,13.9,3,2,583,296,2007
Glen Eira,2/12 Hodgson Gr,3165,10/1/2024,790000,3,13.9,1,2,406,100,1996
Glen Eira,18 Patricia St,3165,10/1/2024,1020000,3,13.9,1,2,596,144,1960
Glen Eira,3b Manuka St,3165,12/1/2024,886000,3,13.9,2,1,185,122,2012
Glen Eira,3 Belinda Ct,3165,11/1/2024,1015000,4,13.9,2,3,625,198,1997
Glen Eira,27 Connie St,3165,10/1/2024,1255000,4,13.9,2,2,610,167,1950
Glen Eira,8 Marlborough St,3165,10/1/2024,1320000,3,13.9,1,1,593,94,1950
Glen Eira,1/39 Neville St,3165,10/1/2024,870000,3,13.9,2,1,326,133,1950
Glen Eira,4 Wingate St,3165,10/1/2024,1472500,4,13.9,2,2,592,219,2013
Glen Eira,25 Anarth St,3165,12/1/2024,640000,2,13.9,2,2,298,118,2005
Whitehorse,32 Margaret St,3128,12/1/2024,1620000,4,13.1,2,2,697,255,
Whitehorse,6/29 Barkly St,3128,10/1/2024,645000,2,13.1,1,1,140,81,1965
Whitehorse,18 Glenmore St,3128,,1560000,4,13.1,2,3,729,167,
Whitehorse,3 Alexander St,3128,11/1/2024,1715000,3,13.1,2,2,458,170,1950
Whitehorse,21 Barkly St,3128,11/1/2024,1200000,3,13.1,1,2,550,110,1950
Whitehorse,17 Combarton St,3128,12/1/2024,1760000,3,13.1,1,0,741,151,
Whitehorse,15 Davey St,3128,10/1/2024,,3,13.1,1,2,384,108,1950
Whitehorse,31/41 Harrow St,3128,10/1/2024,465000,2,13.1,2,1,0,65,2010
Whitehorse,1/14 Barkly St,3128,10/1/2024,975000,4,13.1,2,2,299,158,2008
Whitehorse,23 Bass St,3128,10/1/2024,1325000,3,13.1,1,1,702,134,1950
Whitehorse,3/14 Bedford St,3128,10/1/2024,750000,3,13.1,2,1,150,3,2000
Whitehorse,5 Wavell St,3128,10/1/2024,1400000,3,13.1,2,1,643,159,
Whitehorse,22 William St,3128,11/1/2024,1500000,3,13.1,1,2,664,106,
Whitehorse,55 Albion Rd,3128,11/1/2024,1600000,4,13.1,2,1,692,195,
Whitehorse,12 Barcelona St,3128,10/1/2024,,4,13.1,2,2,780,235,
Whitehorse,2/4 Collins St,3128,11/1/2024,775000,3,13.1,1,1,211,108,1980
Whitehorse,33 Pendle St,3128,10/1/2024,1670000,4,13.1,4,4,707,162,
Whitehorse,6 Archibald St,3128,11/1/2024,4000000,3,13.1,1,2,763,120,
Whitehorse,19 Kent Rd,3128,,928000,3,13.1,1,1,307,106,
Whitehorse,3/8 Ashted Rd,3128,,636000,2,13.1,1,1,151,82,1970
Whitehorse,5 Patricia St,3128,12/1/2024,1170000,3,13.1,1,1,755,95,
Whitehorse,14 Collins St,3128,10/1/2024,1670000,4,13.1,2,2,590,231,
Whitehorse,837 Canterbury Rd,3128,11/1/2024,857000,3,13.1,1,1,492,119,
Whitehorse,2/38 Margaret St,3128,10/1/2024,822500,3,13.1,2,1,238,130,2000
Maribyrnong,25 Lily St,3019,12/1/2024,,2,10.8,1,1,566,75,1950
Maribyrnong,1/3 Vine St,3019,10/1/2024,502000,3,10.8,1,1,220,106,2011
Maribyrnong,2/10 Skewes St,3019,11/1/2024,495000,3,10.8,2,1,327,124,2006
Maribyrnong,144 Duke St,3019,10/1/2024,868000,2,10.8,1,4,749,77,1950
Maribyrnong,80 South Rd,3019,10/1/2024,645000,4,10.8,2,1,283,154,1990
Maribyrnong,3 Cross St,3019,12/1/2024,652000,3,10.8,2,1,216,145,2010
Maribyrnong,2 Riley Ct,3019,12/1/2024,850000,4,10.8,2,2,606,240,2002
Maribyrnong,21 Hughes St,3019,11/1/2024,575000,3,10.8,1,3,559,98,1955
Maribyrnong,19 Kannan Bvd,3019,12/1/2024,882000,4,10.8,2,2,393,216,2008
Maribyrnong,20 Balmoral St,3019,,730000,3,10.8,2,2,544,135,1970
Maribyrnong,80 South Rd,3019,11/1/2024,610000,4,10.8,2,1,283,154,1990
Maribyrnong,13 Wilson St,3019,11/1/2024,696000,3,10.8,1,0,557,90,1960
Maribyrnong,2B Bradford Ct,3019,10/1/2024,579000,3,10.8,2,1,198,144,2013
Maribyrnong,1 Moama St,3019,10/1/2024,765000,3,10.8,1,1,658,105,1960
Maribyrnong,11/1 Windsor St,3019,11/1/2024,475000,2,10.8,1,1,115,104,1980
Maribyrnong,25 Errol St,3019,12/1/2024,550000,4,10.8,2,1,288,160,2000
Maribyrnong,11/27 Marnoo St,3019,10/1/2024,495000,3,10.8,1,1,158,138,2005
Maribyrnong,14 Rose St,3019,12/1/2024,565000,3,10.8,2,1,566,78,1970
Bayside,18 Rooding St,3186,10/1/2024,1635000,3,11.2,1,2,366,156,
Bayside,17 McCallum St,3186,11/1/2024,3695000,4,11.2,3,2,836,284,1960
Bayside,2/26 Pearson St,3186,10/1/2024,536000,2,11.2,1,2,0,70,1970
Bayside,18 Victoria St,3186,11/1/2024,3700000,4,11.2,3,2,742,247,
Bayside,50 Well St,3186,12/1/2024,1975000,3,11.2,1,2,432,122,
Bayside,4/78 Dendy St,3186,10/1/2024,,3,11.2,1,2,340,137,1975
Bayside,133 Head St,3186,10/1/2024,2905000,4,11.2,3,1,487,260,
Bayside,1/112 Roslyn St,3186,11/1/2024,,2,11.2,2,2,329,132,
Bayside,1/119 Roslyn St,3186,12/1/2024,1725000,3,11.2,2,2,411,225,1997
Bayside,30 Barkly St,3186,11/1/2024,2100000,3,11.2,2,2,463,209,1970
Bayside,3/78 William St,3186,12/1/2024,800000,2,11.2,1,1,90,74,1960
Bayside,124 Cole St,3186,10/1/2024,1761000,4,11.2,2,3,615,135,
Bayside,24b Munro St,3186,10/1/2024,1302500,3,11.2,2,2,0,171,1993
Bayside,74 Carpenter St,3186,12/1/2024,2750000,5,11.2,3,1,509,341,2005
Bayside,4/149 Church St,3186,,892500,2,11.2,1,2,232,92,1970
Bayside,120 Cole St,3186,,2145000,4,11.2,2,1,550,197,
Bayside,15 Hanby St,3186,11/1/2024,3171000,5,11.2,2,2,710,340,2000
Bayside,105/103 Bay St,3186,10/1/2024,620000,2,11.2,2,1,0,74,2013
Bayside,2/422 St Kilda St,3186,10/1/2024,1475000,3,11.2,2,2,345,163,2000
Bayside,1/10 Manor St,3186,10/1/2024,1650000,3,11.2,2,2,0,111,1980
Bayside,176 Were St,3186,11/1/2024,1562500,5,11.2,2,2,655,202,
Bayside,2 Campbell St,3186,10/1/2024,,3,11.2,3,2,398,262,2012
Bayside,73 Martin St,3186,11/1/2024,3320000,4,11.2,3,2,644,364,2000
Bayside,1/16 Black St,3186,11/1/2024,1100000,2,11.2,1,2,0,85,
Bayside,5 Bridge St,3186,11/1/2024,1650000,3,11.2,2,1,354,143,
Bayside,28 Loller St,3186,12/1/2024,,2,11.2,1,0,352,111,
Bayside,9 Sussex St,3186,11/1/2024,4700000,5,11.2,3,2,1073,221,
Bayside,40 Whyte St,3186,12/1/2024,1785000,3,11.2,2,1,404,118,1953
Bayside,7 Chavasse St,3186,12/1/2024,1875000,3,11.2,2,2,275,170,1991
Bayside,4/23 South Rd,3186,12/1/2024,1266000,3,11.2,1,2,277,116,1950
Bayside,97 Dendy St,3186,12/1/2024,2730000,5,11.2,3,2,895,423,
Bayside,95 Cochrane St,3186,12/1/2024,3295888,4,11.2,3,2,565,337,1990
Bayside,6/138 New St,3186,10/1/2024,375000,1,11.2,1,1,0,40,1965
Bayside,8/35 Normanby St,3186,10/1/2024,756000,2,11.2,1,1,0,80,
Bayside,31 Orchard St,3186,11/1/2024,,5,11.2,5,2,552,219,
Bayside,22 Champion St,3186,10/1/2024,2375000,3,11.2,2,2,547,302,2000
Bayside,679 Hampton St,3186,11/1/2024,1385000,3,11.2,1,2,426,120,
